SKU,Brand,Line,Subline,Series,Wrestler,Year,Category,attribute:pa_brand,attribute:pa_line,attribute:pa_subline,attribute:pa_series,attribute:pa_wrestler,attribute:pa_year-attrib,images
Elite131,Mattel,Elite,Elites,Series 20,John Cena,2013,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 20,John Cena,2013,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 20/John Cena.jpg
Elite132,Mattel,Elite,Elites,Series 20,CM Punk,2013,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 20,CM Punk,2013,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 20/CM Punk.jpg
Elite133,Mattel,Elite,Elites,Series 20,Santino Marella,2013,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 20,Santino Marella,2013,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 20/Santino Marella.jpg
Elite134,Mattel,Elite,Elites,Series 21,Honky Tonk Man,2013,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 21,Honky Tonk Man,2013,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 21/Honky Tonk Man.jpg
Elite135,Mattel,Elite,Elites,Series 21,Ryback,2013,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 21,Ryback,2013,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 21/Ryback.jpg
Elite136,Mattel,Elite,Elites,Series 21,AJ Lee,2013,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 21,AJ Lee,2013,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 21/AJ Lee.jpg
Elite137,Mattel,Elite,Elites,Series 21,Randy Orton,2013,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 21,Randy Orton,2013,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 21/Randy Orton.jpg
Elite138,Mattel,Elite,Elites,Series 21,Alberto Del Rio,2013,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 21,Alberto Del Rio,2013,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 21/Alberto Del Rio.jpg
Elite139,Mattel,Elite,Elites,Series 21,Rey Mysterio,2013,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 21,Rey Mysterio,2013,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 21/Rey Mysterio.jpg
Elite140,Mattel,Elite,Elites,Series 22,Tensai,2013,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 22,Tensai,2013,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 22/Tensai.jpg
Elite141,Mattel,Elite,Elites,Series 22,Kane,2013,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 22,Kane,2013,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 22/Kane.jpg
Elite142,Mattel,Elite,Elites,Series 22,The Rock,2013,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 22,The Rock,2013,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 22/The Rock.jpg
Elite143,Mattel,Elite,Elites,Series 22,Big Show,2013,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 22,Big Show,2013,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 22/Big Show.jpg
Elite144,Mattel,Elite,Elites,Series 22,Giant,2013,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 22,Giant,2013,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 22/Giant.jpg
Elite145,Mattel,Elite,Elites,Series 22,Damien Sandow,2013,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 22,Damien Sandow,2013,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 22/Damien Sandow.jpg
Elite146,Mattel,Elite,Elites,Series 23,JBL,2013,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 23,JBL,2013,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 23/JBL.jpg
Elite147,Mattel,Elite,Elites,Series 23,Macho Man,2013,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 23,Macho Man,2013,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 23/Macho Man.jpg
Elite148,Mattel,Elite,Elites,Series 23,Triple H,2013,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 23,Triple H,2013,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 23/Triple H.jpg
Elite149,Mattel,Elite,Elites,Series 23,Undertaker,2013,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 23,Undertaker,2013,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 23/Undertaker.jpg
Elite150,Mattel,Elite,Elites,Series 23,Cesaro,2013,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 23,Cesaro,2013,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 23/Cesaro.jpg
Elite151,Mattel,Elite,Elites,Series 23,John Cena,2013,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 23,John Cena,2013,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 23/John Cena.jpg
Elite152,Mattel,Elite,Elites,Series 24,Trish Stratus,2013,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 24,Trish Stratus,2013,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 24/Trish Stratus.jpg
Elite153,Mattel,Elite,Elites,Series 24,Dolph Ziggler,2013,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 24,Dolph Ziggler,2013,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 24/Dolph Ziggler.jpg
Elite154,Mattel,Elite,Elites,Series 24,The Miz,2013,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 24,The Miz,2013,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 24/The Miz.jpg
Elite155,Mattel,Elite,Elites,Series 24,Rey Mysterio,2013,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 24,Rey Mysterio,2013,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 24/Rey Mysterio.jpg
Elite156,Mattel,Elite,Elites,Series 24,Ryback,2013,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 24,Ryback,2013,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 24/Ryback.jpg
Elite157,Mattel,Elite,Elites,Series 24,Wade Barrett,2013,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 24,Wade Barrett,2013,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 24/Wade Barrett.jpg
Elite158,Mattel,Elite,Elites,Series 25,Dean Ambrose,2013,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 25,Dean Ambrose,2013,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 25/Dean Ambrose.jpg
Elite159,Mattel,Elite,Elites,Series 25,Seth Rollins,2013,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 25,Seth Rollins,2013,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 25/Seth Rollins.jpg
Elite160,Mattel,Elite,Elites,Series 25,Sheamus,2013,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 25,Sheamus,2013,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 25/Sheamus.jpg
Elite161,Mattel,Elite,Elites,Series 25,Sin Cara,2013,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 25,Sin Cara,2013,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 25/Sin Cara.jpg
Elite162,Mattel,Elite,Elites,Series 25,Bruno Sammartino,2013,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 25,Bruno Sammartino,2013,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 25/Bruno Sammartino.jpg
Elite163,Mattel,Elite,Elites,Series 25,Brodus Clay,2013,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 25,Brodus Clay,2013,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 25/Brodus Clay.jpg
Elite164,Mattel,Elite,Elites,Series 26,Road Dogg Jesse James,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 26,Road Dogg Jesse James,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 26/Road Dogg Jesse James.jpg
Elite165,Mattel,Elite,Elites,Series 26,Ultimate Warrior,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 26,Ultimate Warrior,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 26/Ultimate Warrior.jpg
Elite166,Mattel,Elite,Elites,Series 26,Roman Reigns,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 26,Roman Reigns,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 26/Roman Reigns.jpg
Elite167,Mattel,Elite,Elites,Series 26,Big E,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 26,Big E,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 26/Big E.jpg
Elite168,Mattel,Elite,Elites,Series 26,Jack Swagger,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 26,Jack Swagger,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 26/Jack Swagger.jpg
Elite169,Mattel,Elite,Elites,Series 26,Mark Henry,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 26,Mark Henry,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 26/Mark Henry.jpg
Elite170,Mattel,Elite,Elites,Series 27,Billy Gunn,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 27,Billy Gunn,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 27/Billy Gunn.jpg
Elite171,Mattel,Elite,Elites,Series 27,Rikishi,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 27,Rikishi,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 27/Rikishi.jpg
Elite172,Mattel,Elite,Elites,Series 27,Fandango,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 27,Fandango,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 27/Fandango.jpg
Elite173,Mattel,Elite,Elites,Series 27,Rob Van Dam (RVD),2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 27,Rob Van Dam (RVD),2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 27/Rob Van Dam (RVD).jpg
Elite174,Mattel,Elite,Elites,Series 27,Kofi Kingston,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 27,Kofi Kingston,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 27/Kofi Kingston.jpg
Elite175,Mattel,Elite,Elites,Series 27,Undertaker,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 27,Undertaker,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 27/Undertaker.jpg
Elite176,Mattel,Elite,Elites,Series 28,Bray Wyatt,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 28,Bray Wyatt,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 28/Bray Wyatt.jpg
Elite177,Mattel,Elite,Elites,Series 28,John Cena,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 28,John Cena,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 28/John Cena.jpg
Elite178,Mattel,Elite,Elites,Series 28,Daniel Bryan,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 28,Daniel Bryan,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 28/Daniel Bryan.jpg
Elite179,Mattel,Elite,Elites,Series 28,Big Show,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 28,Big Show,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 28/Big Show.jpg
Elite180,Mattel,Elite,Elites,Series 28,Triple H,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 28,Triple H,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 28/Triple H.jpg
Elite181,Mattel,Elite,Elites,Series 28,Demolition Crush,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 28,Demolition Crush,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 28/Demolition Crush.jpg
Elite182,Mattel,Elite,Elites,Series 29,Goldust,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 29,Goldust,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 29/Goldust.jpg
Elite183,Mattel,Elite,Elites,Series 29,Andre the Giant,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 29,Andre the Giant,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 29/Andre the Giant.jpg
Elite184,Mattel,Elite,Elites,Series 29,CM Punk,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 29,CM Punk,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 29/CM Punk.jpg
Elite185,Mattel,Elite,Elites,Series 29,Luke Harper,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 29,Luke Harper,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 29/Luke Harper.jpg
Elite186,Mattel,Elite,Elites,Series 29,Erick Rowan,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 29,Erick Rowan,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 29/Erick Rowan.jpg
Elite187,Mattel,Elite,Elites,Series 29,Damien Sandow,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 29,Damien Sandow,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 29/Damien Sandow.jpg
Elite188,Mattel,Elite,Elites,Series 30,Legion of Doom (LOD) Hawk,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 30,Legion of Doom (LOD) Hawk,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 30/Legion of Doom (LOD) Hawk.jpg
Elite189,Mattel,Elite,Elites,Series 30,Legion of Doom (LOD) Animal,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 30,Legion of Doom (LOD) Animal,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 30/Legion of Doom (LOD) Animal.jpg
Elite190,Mattel,Elite,Elites,Series 30,Batista,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 30,Batista,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 30/Batista.jpg
Elite191,Mattel,Elite,Elites,Series 30,Brock Lesnar,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 30,Brock Lesnar,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 30/Brock Lesnar.jpg
Elite192,Mattel,Elite,Elites,Series 30,Lex Luger,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 30,Lex Luger,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 30/Lex Luger.jpg
Elite193,Mattel,Elite,Elites,Series 30,Ryback,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 30,Ryback,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 30/Ryback.jpg
Elite194,Mattel,Elite,Elites,Series 31,Jimmy Uso,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 31,Jimmy Uso,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 31/Jimmy Uso.jpg
Elite195,Mattel,Elite,Elites,Series 31,Jey Uso,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 31,Jey Uso,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 31/Jey Uso.jpg
Elite196,Mattel,Elite,Elites,Series 31,Dean Ambrose,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 31,Dean Ambrose,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 31/Dean Ambrose.jpg
Elite197,Mattel,Elite,Elites,Series 31,Kane,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 31,Kane,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 31/Kane.jpg
Elite198,Mattel,Elite,Elites,Series 31,The Rock,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 31,The Rock,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 31/The Rock.jpg
Elite199,Mattel,Elite,Elites,Series 31,Vader,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 31,Vader,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 31/Vader.jpg
Elite200,Mattel,Elite,Elites,Series 32,Daniel Bryan ,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 32,Daniel Bryan ,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 32/Daniel Bryan .jpg
Elite201,Mattel,Elite,Elites,Series 32,Cody Rhodes,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 32,Cody Rhodes,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 32/Cody Rhodes.jpg
Elite202,Mattel,Elite,Elites,Series 32,Big E Langston,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 32,Big E Langston,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 32/Big E Langston.jpg
Elite203,Mattel,Elite,Elites,Series 32,Sin Cara,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 32,Sin Cara,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 32/Sin Cara.jpg
Elite204,Mattel,Elite,Elites,Series 32,Mark Henry,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 32,Mark Henry,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 32/Mark Henry.jpg
Elite205,Mattel,Elite,Elites,Series 32,Rey Mysterio,2014,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 32,Rey Mysterio,2014,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 32/Rey Mysterio.jpg
Elite206,Mattel,Elite,Elites,Series 33,Roman Reigns,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 33,Roman Reigns,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 33/Roman Reigns.jpg
Elite207,Mattel,Elite,Elites,Series 33,Seth Rollins,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 33,Seth Rollins,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 33/Seth Rollins.jpg
Elite208,Mattel,Elite,Elites,Series 33,Cesaro,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 33,Cesaro,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 33/Cesaro.jpg
Elite209,Mattel,Elite,Elites,Series 33,Batista,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 33,Batista,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 33/Batista.jpg
Elite210,Mattel,Elite,Elites,Series 33,Junkyard Dog,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 33,Junkyard Dog,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 33/Junkyard Dog.jpg
Elite211,Mattel,Elite,Elites,Series 33,X-Pac,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 33,X-Pac,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 33/X-Pac.jpg
Elite212,Mattel,Elite,Elites,Series 34,Rusev,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 34,Rusev,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 34/Rusev.jpg
Elite213,Mattel,Elite,Elites,Series 34,Paige,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 34,Paige,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 34/Paige.jpg
Elite214,Mattel,Elite,Elites,Series 34,Hulk Hogan,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 34,Hulk Hogan,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 34/Hulk Hogan.jpg
Elite215,Mattel,Elite,Elites,Series 34,Bad News Wade Barrett,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 34,Bad News Wade Barrett,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 34/Bad News Wade Barrett.jpg
Elite216,Mattel,Elite,Elites,Series 34,John Cena,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 34,John Cena,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 34/John Cena.jpg
Elite217,Mattel,Elite,Elites,Series 34,Doink the Clown,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 34,Doink the Clown,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 34/Doink the Clown.jpg
Elite218,Mattel,Elite,Elites,Series 35,Randy Orton,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 35,Randy Orton,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 35/Randy Orton.jpg
Elite219,Mattel,Elite,Elites,Series 35,Triple H,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 35,Triple H,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 35/Triple H.jpg
Elite220,Mattel,Elite,Elites,Series 35,Fernando,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 35,Fernando,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 35/Fernando.jpg
Elite221,Mattel,Elite,Elites,Series 35,Diego,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 35,Diego,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 35/Diego.jpg
Elite222,Mattel,Elite,Elites,Series 35,Luke Harper,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 35,Luke Harper,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 35/Luke Harper.jpg
Elite223,Mattel,Elite,Elites,Series 35,Earthquake,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 35,Earthquake,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 35/Earthquake.jpg
Elite224,Mattel,Elite,Elites,Series 36,Diamond Dallas Page,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 36,Diamond Dallas Page,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 36/Diamond Dallas Page.jpg
Elite225,Mattel,Elite,Elites,Series 36,Bo Dallas,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 36,Bo Dallas,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 36/Bo Dallas.jpg
Elite226,Mattel,Elite,Elites,Series 36,Bray Wyatt,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 36,Bray Wyatt,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 36/Bray Wyatt.jpg
Elite227,Mattel,Elite,Elites,Series 36,Dean Ambrose,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 36,Dean Ambrose,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 36/Dean Ambrose.jpg
Elite228,Mattel,Elite,Elites,Series 36,Goldust,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 36,Goldust,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 36/Goldust.jpg
Elite229,Mattel,Elite,Elites,Series 36,Stardust,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 36,Stardust,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 36/Stardust.jpg
Elite230,Mattel,Elite,Elites,Series 37,Dean Malenko,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 37,Dean Malenko,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 37/Dean Malenko.jpg
Elite231,Mattel,Elite,Elites,Series 37,Brock Lesnar,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 37,Brock Lesnar,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 37/Brock Lesnar.jpg
Elite232,Mattel,Elite,Elites,Series 37,John Cena,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 37,John Cena,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 37/John Cena.jpg
Elite233,Mattel,Elite,Elites,Series 37,The Miz,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 37,The Miz,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 37/The Miz.jpg
Elite234,Mattel,Elite,Elites,Series 37,Seth Rollins,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 37,Seth Rollins,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 37/Seth Rollins.jpg
Elite235,Mattel,Elite,Elites,Series 37,Stephanie McMahon,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 37,Stephanie McMahon,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 37/Stephanie McMahon.jpg
Elite236,Mattel,Elite,Elites,Series 38,Daniel Bryan,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 38,Daniel Bryan,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 38/Daniel Bryan.jpg
Elite237,Mattel,Elite,Elites,Series 38,Roman Reigns,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 38,Roman Reigns,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 38/Roman Reigns.jpg
Elite238,Mattel,Elite,Elites,Series 38,Adam Rose,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 38,Adam Rose,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 38/Adam Rose.jpg
Elite239,Mattel,Elite,Elites,Series 38,Macho Man Randy Savage,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 38,Macho Man Randy Savage,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 38/Macho Man Randy Savage.jpg
Elite240,Mattel,Elite,Elites,Series 38,Farooq,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 38,Farooq,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 38/Farooq.jpg
Elite241,Mattel,Elite,Elites,Series 38,Bradshaw,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 38,Bradshaw,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 38/Bradshaw.jpg
Elite242,Mattel,Elite,Elites,Series 39,Sting,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 39,Sting,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 39/Sting.jpg
Elite243,Mattel,Elite,Elites,Series 39,Sycho Sid,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 39,Sycho Sid,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 39/Sycho Sid.jpg
Elite244,Mattel,Elite,Elites,Series 39,Godfather,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 39,Godfather,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 39/Godfather.jpg
Elite245,Mattel,Elite,Elites,Series 39,British Bulldog,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 39,British Bulldog,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 39/British Bulldog.jpg
Elite246,Mattel,Elite,Elites,Series 39,Dolph Ziggler,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 39,Dolph Ziggler,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 39/Dolph Ziggler.jpg
Elite247,Mattel,Elite,Elites,Series 39,Damien Mizdow,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 39,Damien Mizdow,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 39/Damien Mizdow.jpg
Elite248,Mattel,Elite,Elites,Series 40,John Cena,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 40,John Cena,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 40/John Cena.jpg
Elite249,Mattel,Elite,Elites,Series 40,Sami Zayn,2015,Mattel > Elite > Elites,Mattel,Elite,Elites,Series 40,Sami Zayn,2015,http://wrestlingfigurehq.com/images/Mattel/Elite/Series 40/Sami Zayn.jpg
